title,chord_count,chord_sequence,edge_type_sequence,edge_types_found,unmappable_chords
Happy Birthday,13,F C C7 F F7 Bb F C7 F F7 Bb C7 C,fifth _ dom7 _ dom7 fifth fifth dom7 _ dom7 diatonic _,fifth|plagal|diatonic|borrowed|dom7,
Harry Nilsson - Without You,50,Eadd9 E Eadd9 E G#m F#m G#7 C#m E F# E B7 E G#m F#m G#7 C#m E F# E B7 E C#m F#m B7 E C#m F#m B7 E G#m F#m G#7 C#m E F# E B7 E C#m F#m B7 E C#m F#m B7 E C#m F#m B7,_ _ _ _ diatonic _ dom7 relative diatonic diatonic fifth dom7 _ diatonic _ dom7 relative diatonic diatonic fifth dom7 relative dom7 dom7 dom7 relative dom7 dom7 dom7 _ diatonic _ dom7 relative diatonic diatonic fifth dom7 relative dom7 dom7 dom7 relative dom7 dom7 dom7 relative dom7 dom7,fifth|plagal|diatonic|relative|borrowed|dom7,Eadd9
Imagine Dragons - Demons,62,Eb Bb Cm Ab Eb Bb Cm Ab Eb Bb Cm Ab Eb Bb Cm Ab Eb Bb Cm Ab Eb Bb Cm Ab Eb Bb Cm Ab Eb Bb Cm Ab Eb Bb Cm Ab Eb Bb Cm Ab Eb Bb Cm Ab Eb Bb Cm Ab Eb Bb Cm Bb Cm Ab Eb Bb Cm Ab Eb Bb Cm Ab,fifth diatonic _ fifth fifth diatonic _ fifth fifth diatonic _ fifth fifth diatonic _ fifth fifth diatonic _ fifth fifth diatonic _ fifth fifth diatonic _ fifth fifth diatonic _ fifth fifth diatonic _ fifth fifth diatonic _ fifth fifth diatonic _ fifth fifth diatonic _ fifth fifth diatonic diatonic diatonic _ fifth fifth diatonic _ fifth fifth diatonic _,fifth|plagal|diatonic|iiVI,
Jackson Browne  - Doctor My Eyes,47,F Ebsus2 Bb F Am Dm Bb F Am Dm Bb F Dm F Dm C Bb F Bb F Am Dm Bb F Am Dm Bb F Dm F Dm C Ebsus2 Bb F Ebsus2 Bb F Ebsus2 Bb F Dm F Dm C Bb F,diatonic fifth fifth _ dom7 _ fifth _ dom7 _ fifth relative relative relative diatonic diatonic fifth dom7 fifth _ dom7 _ fifth _ dom7 _ fifth relative relative relative diatonic borrowed fifth fifth diatonic fifth fifth diatonic fifth fifth relative relative relative diatonic diatonic fifth,fifth|plagal|diatonic|relative|iiVI|borrowed|dom7|chromaticMediant,
Jackson Browne - Late For The Sky,129,C G F C Dm Am G F C G F C Dm Am G F C G F C Dm Am G F C F G Am G F Em G F Am F G F G C G F C Dm Am G F C G F C Dm Am G F C F C F G Am G F Em G F Am F G F G C F C F C Dm Am G F C F Am7 C G F C Dm Am G F C G F C Dm Am G F C F C F G Am G F Em G F Am F G F G C F C F C Dm Am G F C F C G C Bb,fifth diatonic fifth diatonic fifth diatonic diatonic fifth fifth diatonic fifth diatonic fifth diatonic diatonic fifth fifth diatonic fifth diatonic fifth diatonic diatonic fifth dom7 diatonic diatonic diatonic diatonic diatonic relative diatonic _ _ diatonic diatonic diatonic dom7 fifth diatonic fifth diatonic fifth diatonic diatonic fifth fifth diatonic fifth diatonic fifth diatonic diatonic fifth dom7 fifth dom7 diatonic diatonic diatonic diatonic diatonic relative diatonic _ _ diatonic diatonic diatonic dom7 dom7 fifth dom7 fifth diatonic fifth diatonic diatonic fifth dom7 _ relative fifth diatonic fifth diatonic fifth diatonic diatonic fifth fifth diatonic fifth diatonic fifth diatonic diatonic fifth dom7 fifth dom7 diatonic diatonic diatonic diatonic diatonic relative diatonic _ _ diatonic diatonic diatonic dom7 dom7 fifth dom7 fifth diatonic fifth diatonic diatonic fifth dom7 fifth fifth dom7 diatonic,fifth|plagal|diatonic|relative|iiVI|borrowed|dom7|tritoneSub,
Jackson Browne - These Days,75,F Csus4 Dm7 F Bbmaj7 F Csus4 Dm7 F Bbmaj7 F Csus4 Dm7 F Bbmaj7 F C Bb F C A7 Dm Am7 Bb F Csus4 Dm7 F Bbmaj7 F Csus4 Dm7 F Bbmaj7 F Csus4 Dm7 F Bbmaj7 F C Bb F C A7 F Csus4 Dm7 F Bbmaj7 F C Bb F C A7 Dm Am7 Bb F Csus4 Dm7 F Bbmaj7 F Csus4 Dm7 F Bbmaj7 F C Bb F C A7,fifth diatonic relative dom7 fifth fifth diatonic relative dom7 fifth fifth diatonic relative dom7 fifth fifth diatonic fifth fifth borrowed dom7 fifth diatonic fifth fifth diatonic relative dom7 fifth fifth diatonic relative dom7 fifth fifth diatonic relative dom7 fifth fifth diatonic fifth fifth borrowed borrowed fifth diatonic relative dom7 fifth fifth diatonic fifth fifth borrowed dom7 fifth diatonic fifth fifth diatonic relative dom7 fifth fifth diatonic relative dom7 fifth fifth diatonic fifth fifth borrowed,fifth|plagal|diatonic|relative|borrowed|dom7|chromaticMediant,
James Taylor - Fire and Rain,42,C Gm7 F C G Bb9 C Gm7 F C G Bb9 C Gm7 F C G Bb9 C Gm7 F C G Bb9 C Gm7 F C G Bb9 C Gm7 F C G Bb9 C Gm7 F C G Bb9,_ diatonic fifth fifth _ _ _ diatonic fifth fifth _ _ _ diatonic fifth fifth _ _ _ diatonic fifth fifth _ _ _ diatonic fifth fifth _ _ _ diatonic fifth fifth _ _ _ diatonic fifth fifth _,fifth|plagal|diatonic|iiVI,Bb9
Jeremy Zucker - Comethru,76,Cmaj7 Am7 F G Cmaj7 Am7 F G Am7 G Fmaj7 Am7 G Fmaj7 G G7 Cmaj7 Am7 F G Cmaj7 Am7 F G Cmaj7 Am7 F G Cmaj7 Am7 F G Cmaj7 Am7 F G Cmaj7 Am7 F G Am7 G Fmaj7 Am7 G Fmaj7 G G7 Cmaj7 Am7 F G Cmaj7 Am7 F G Cmaj7 Am7 F G Cmaj7 Am7 F G Cmaj7 Am7 F11 Gsus4 G C G Am G F G Cmaj7,relative _ diatonic dom7 relative _ diatonic diatonic diatonic diatonic _ diatonic diatonic diatonic _ dom7 relative _ diatonic dom7 relative _ diatonic dom7 relative _ diatonic dom7 relative _ diatonic dom7 relative _ diatonic dom7 relative _ diatonic diatonic diatonic diatonic _ diatonic diatonic diatonic _ dom7 relative _ diatonic dom7 relative _ diatonic dom7 relative _ diatonic dom7 relative _ diatonic dom7 relative _ _ _ dom7 fifth diatonic diatonic diatonic diatonic dom7,fifth|plagal|diatonic|relative|iiVI|borrowed|dom7,F11
John Denver - Leaving on a Jet Plane,99,D G C G C G C D G C G C G C D G C G C G C D G C G C G C D Dsus4 D G C G C G C D G C G C G C D G C G C G C D G C G C G C D Dsus4 D G C G C G C D G C G C G C D G C G C G C D G C G C G C D G C G C G C D Dsus4 D G,dom7 dom7 fifth dom7 fifth dom7 diatonic dom7 dom7 fifth dom7 fifth dom7 diatonic dom7 dom7 fifth dom7 fifth dom7 diatonic dom7 dom7 fifth dom7 fifth dom7 diatonic _ _ dom7 dom7 fifth dom7 fifth dom7 diatonic dom7 dom7 fifth dom7 fifth dom7 diatonic dom7 dom7 fifth dom7 fifth dom7 diatonic dom7 dom7 fifth dom7 fifth dom7 diatonic _ _ dom7 dom7 fifth dom7 fifth dom7 diatonic dom7 dom7 fifth dom7 fifth dom7 diatonic dom7 dom7 fifth dom7 fifth dom7 diatonic dom7 dom7 fifth dom7 fifth dom7 diatonic dom7 dom7 fifth dom7 fifth dom7 diatonic _ _ dom7,fifth|plagal|diatonic|borrowed|dom7,
John Denver - Take Me Home Country Roads,62,A F#m E D A F#m E D A E F#m D A E D A F#m E D A F#m E D A E F#m D A E D A F#m E A D A E F#m G D A E E7 A E F#m D A E D A E F#m D A E D A E A E A,relative diatonic diatonic fifth relative diatonic diatonic fifth fifth diatonic _ fifth fifth diatonic fifth relative diatonic diatonic fifth relative diatonic diatonic fifth fifth diatonic _ fifth fifth diatonic fifth relative diatonic dom7 dom7 fifth fifth diatonic diatonic fifth fifth fifth _ dom7 fifth diatonic _ fifth fifth diatonic fifth fifth diatonic _ fifth fifth diatonic fifth fifth dom7 fifth dom7,fifth|plagal|diatonic|relative|iiVI|borrowed|dom7,
John Lennon - Happy Xmas (War Is Over),46,A Bm E A D Em A D G A Em G D E7 A Bm E A D Em A D G A Em G D E7 A Bm E A D Em A D G A Em G D E7 A Bm E A,diatonic dom7 dom7 dom7 diatonic dom7 dom7 dom7 diatonic _ relative fifth diatonic dom7 diatonic dom7 dom7 dom7 diatonic dom7 dom7 dom7 diatonic _ relative fifth diatonic dom7 diatonic dom7 dom7 dom7 diatonic dom7 dom7 dom7 diatonic _ relative fifth diatonic dom7 diatonic dom7 dom7,fifth|plagal|diatonic|relative|borrowed|dom7,
John Lennon - Imagine,64,C F C F C F C F Am Dm7 F G C G7 C F C F C F C F Am Dm7 F G C G7 F G Cadd9 Cmaj7 E E7 F G C E C F C F C F C F Am Dm7 F G C G7 F G C E F G C E F G C E,dom7 fifth dom7 fifth dom7 fifth dom7 _ dom7 relative diatonic dom7 fifth dom7 dom7 fifth dom7 fifth dom7 fifth dom7 _ dom7 relative diatonic dom7 fifth diatonic diatonic _ _ borrowed _ _ diatonic dom7 borrowed borrowed dom7 fifth dom7 fifth dom7 fifth dom7 _ dom7 relative diatonic dom7 fifth diatonic diatonic dom7 borrowed _ diatonic dom7 borrowed _ diatonic dom7 borrowed,fifth|plagal|diatonic|relative|borrowed|dom7|chromaticMediant,Cadd9
John Lennon - Jealous Guy,77,G Em D D7 Em G Em D D7 Em C G F6 Cadd9 C G F6 Bb G Em G7 C G Em D D7 Em C G F6 Cadd9 C G F6 Bb G Em G7 C G Em D D7 Em G F6 Cadd9 C G F6 Bb G Em G7 C G Em D D7 Em C G F6 Cadd9 C G F6 Bb G Em G7 C G C G C G,relative diatonic _ diatonic relative relative diatonic _ diatonic _ fifth _ _ _ fifth _ _ borrowed relative relative dom7 fifth relative diatonic _ diatonic _ fifth _ _ _ fifth _ _ borrowed relative relative dom7 fifth relative diatonic _ diatonic relative _ _ _ fifth _ _ borrowed relative relative dom7 fifth relative diatonic _ diatonic _ fifth _ _ _ fifth _ _ borrowed relative relative dom7 fifth dom7 fifth dom7 fifth,fifth|plagal|diatonic|relative|iiVI|borrowed|dom7|chromaticMediant,F6|Cadd9
John Lennon - Love,89,F# A C# B C# A D F#m C# F#m A B C# D B C# A D G A D F# A C# D B C# D F#m G A D F#m C#7 F#m D7 G Asus4 A Asus2 A D F#m Em7 Asus4 A Asus2 A D F#m C#7 F#m D7 G Asus4 A Asus2 A D F#m Em7 Asus4 A Asus2 A D F G D Em7 G D F#m C#7 F#m D7 G Asus4 A Asus2 A D F#m Em7 Asus4 A Asus2 A D,borrowed borrowed diatonic diatonic borrowed dom7 _ borrowed dom7 relative diatonic diatonic _ borrowed diatonic borrowed dom7 dom7 diatonic dom7 borrowed borrowed borrowed _ borrowed diatonic _ _ diatonic diatonic dom7 _ borrowed dom7 _ dom7 diatonic _ _ _ dom7 _ diatonic dom7 _ _ _ dom7 _ borrowed dom7 _ dom7 diatonic _ _ _ dom7 _ diatonic dom7 _ _ _ dom7 borrowed diatonic fifth diatonic relative fifth _ borrowed dom7 _ dom7 diatonic _ _ _ dom7 _ diatonic dom7 _ _ _ dom7,fifth|plagal|diatonic|relative|borrowed|dom7|chromaticMediant,
John Lennon - Watching The Wheels,55,C F C F C F Dm G G7 F Dm G C F C F C F Dm G G7 F Dm G F G C Am F Am Dm F Fm7 C F C F C F Dm G G7 F Dm G F G C Am F Am Dm F Fm7 C7,dom7 fifth dom7 fifth dom7 relative dom7 _ diatonic relative dom7 dom7 dom7 fifth dom7 fifth dom7 relative dom7 _ diatonic relative dom7 diatonic diatonic dom7 relative _ _ dom7 relative parallel borrowed dom7 fifth dom7 fifth dom7 relative dom7 _ diatonic relative dom7 diatonic diatonic dom7 relative _ _ dom7 relative parallel borrowed,fifth|plagal|diatonic|relative|borrowed|parallel|dom7,
John Lennon - Woman,109,Ebsus4 Eb Ab6 Eb Ebsus4 Eb Ab6 Eb Fm7 Gm Fm7 Eb Cm Fm7 Bbsus4 Bb Ab Fm7 Gm Bbsus4 Bb Eb Fm7 Gm Fm7 Eb Cm Fm7 Bbsus4 Bb Ab Fm7 Gm Bbsus4 Bb Ebmaj7 Cm Fm7 Bb6 Ebmaj7 Cm Fm7 Bb6 Eb Fm7 Gm Fm7 Eb Cm Fm7 Bbsus4 Bb Ab Fm7 Gm Bbsus4 Bb Eb Fm7 Gm Fm7 Eb Cm Fm7 Bbsus4 Bb Ab Fm7 Gm Bbsus4 Bb Ebmaj7 Cm Fm7 Bb6 Ebmaj7 Cm Fm7 Bb6 E F#m7 G#m F#m7 E C#m F#m7 Bsus4 B A F#m7 G#m Bsus4 B Emaj7 C#m F#m7 B6 Emaj7 C#m F#m7 B6 Emaj7 C#m F#m7 B6 Emaj7 C#m F#m7 B6,_ _ _ _ _ _ _ diatonic diatonic diatonic diatonic relative dom7 dom7 _ diatonic relative diatonic relative _ dom7 diatonic diatonic diatonic diatonic relative dom7 dom7 _ diatonic relative diatonic relative _ dom7 relative dom7 _ _ relative dom7 _ _ diatonic diatonic diatonic diatonic relative dom7 dom7 _ diatonic relative diatonic relative _ dom7 diatonic diatonic diatonic diatonic relative dom7 dom7 _ diatonic relative diatonic relative _ dom7 relative dom7 _ _ relative dom7 _ _ diatonic diatonic diatonic diatonic relative dom7 dom7 _ diatonic relative diatonic relative _ dom7 relative dom7 _ _ relative dom7 _ _ relative dom7 _ _ relative dom7 _,diatonic|relative|iiVI|borrowed|dom7,Ab6|Bb6|B6
Johnny Cash - Hurt,62,Am C D Am C D Am C D Am C D Am C D Am C D Am C D Am C D Am C D Am C D G Am C D Am C D Am C D Am C D Am C D Am C D Am C D Am C D Am C D Am C D G,relative diatonic _ relative diatonic _ relative diatonic _ relative diatonic _ relative diatonic _ relative diatonic _ relative diatonic _ relative diatonic _ relative diatonic _ relative diatonic dom7 diatonic relative diatonic _ relative diatonic _ relative diatonic _ relative diatonic _ relative diatonic _ relative diatonic _ relative diatonic _ relative diatonic _ relative diatonic _ relative diatonic dom7,diatonic|relative|borrowed|dom7,
Johnny Nash - I Can See Clearly Now,46,D G D G A D G D C G D C G D G D G A D G D C G D F C F A C#m G C#m G C Bm A D G D G A D G D C G D,dom7 fifth dom7 diatonic dom7 dom7 fifth diatonic fifth fifth diatonic fifth fifth dom7 fifth dom7 diatonic dom7 dom7 fifth diatonic fifth fifth borrowed fifth dom7 borrowed _ _ _ _ dom7 diatonic diatonic dom7 dom7 fifth dom7 diatonic dom7 dom7 fifth diatonic fifth fifth,fifth|plagal|diatonic|iiVI|borrowed|dom7|chromaticMediant|tritoneSub,
Joji - Glimpse of Us,90,Bbm7 Eb7 Ab Fm Bbm7 Eb7 Ab Fm7 Bbm7 Eb7 Ab Eb Bbm7 Eb7 Bbm7 Eb7 Ab Eb Fm Bbm7 Eb7 Ab Eb Fm Bbm7 Eb7 Ab Eb Fm Bbm7 Eb7 Fm7 Bbm7 Eb7 Ab Fm7 Bbm7 Eb7 Ab Eb Bbm7 Eb7 Bbm7 Eb7 Ab Eb Fm7 Bbm7 Eb7 Ab Eb Fm7 Bbm7 Eb7 Ab Eb Fm7 Bbm7 Eb7 Bbm7 Eb7 Ab Fm7 Bbm7 Eb7 Ab Eb F7 Bbm7 Eb7 Ab Eb Fm7 Bbm7 Eb7 Ab Eb Fm7 Bbm7 Eb7 Ab Eb Fm7 Bbm7 Eb7 Ab Eb Fm7 Bbm7 Eb7,dom7 dom7 relative dom7 dom7 dom7 relative dom7 dom7 dom7 fifth _ dom7 _ dom7 dom7 fifth diatonic dom7 dom7 dom7 fifth diatonic dom7 dom7 dom7 fifth diatonic dom7 dom7 diatonic dom7 dom7 dom7 relative dom7 dom7 dom7 fifth _ dom7 _ dom7 dom7 fifth diatonic dom7 dom7 dom7 fifth diatonic dom7 dom7 dom7 fifth diatonic dom7 dom7 _ dom7 dom7 relative dom7 dom7 dom7 fifth diatonic dom7 dom7 dom7 fifth diatonic dom7 dom7 dom7 fifth diatonic dom7 dom7 dom7 fifth diatonic dom7 dom7 dom7 fifth diatonic dom7 dom7,fifth|plagal|diatonic|relative|borrowed|dom7,
Joni Mitchell - River,70,Dm C Dm C Dm C Dm C Am G Dm C Dm C Dm C Dm C Am G F G C F Em Dm C G Fmaj7 Dm C Dm C Dm C F C Am G Dm C Dm C Dm C Dm C Am G F G C F Em Dm C G Fmaj7 Dm C Dm C Dm C Dm C Am G9 F Dm,diatonic diatonic diatonic diatonic diatonic diatonic diatonic relative diatonic _ diatonic diatonic diatonic diatonic diatonic diatonic diatonic relative diatonic diatonic diatonic dom7 dom7 diatonic diatonic diatonic fifth diatonic relative diatonic diatonic diatonic diatonic diatonic dom7 fifth relative diatonic _ diatonic diatonic diatonic diatonic diatonic diatonic diatonic relative diatonic diatonic diatonic dom7 dom7 diatonic diatonic diatonic fifth diatonic relative diatonic diatonic diatonic diatonic diatonic diatonic diatonic relative _ _ relative,fifth|plagal|diatonic|relative|iiVI|borrowed|dom7|tritoneSub,G9
Justin Bieber - 2 Much,43,F#m7 Dadd2 F#m7 Dadd2 F#m7 Dadd2 E F#m7 E F#m7 Bm Eadd4 F#m7 C#m Dadd2 Eadd4 F#m7 Dadd2 A Eadd4 F#m7 Dadd2 Bm F#m7 Dadd2 F#m7 Dadd2 E F#m7 A E Dadd2 E F#m7 Bm C#m Dadd2 Eadd4 F#m7 C#m Dadd2 Bsus4 Bm,_ _ _ _ _ _ diatonic diatonic diatonic dom7 _ _ fifth _ _ _ _ _ _ _ _ _ fifth _ _ _ _ diatonic relative fifth _ _ diatonic dom7 diatonic _ _ _ fifth _ _ parallel,fifth|plagal|diatonic|relative|iiVI|parallel|dom7,Dadd2|Eadd4
Killing Me Softly With His Song (lower key),82,Am7 Dm7 G7 C Am7 D G F C F Bbmaj7 A7 Dm7 G7 C F Dm7 G7 Am7 Dm7 G7 C E7 Am7 Dm7 G7 C Am7 D G F C F Bbmaj7 A7 Dm7 G7 C F Dm7 G7 Am7 Dm7 G7 C E7 Am7 Dm7 G7 C Am7 D G F C F Bbmaj7 A7 Am7 Dm7 G7 C Am7 D G F C F Bbmaj7 A7 Am7 Dm7 G7 C Am7 D G F C F Bbmaj7 A7,dom7 dom7 dom7 relative dom7 dom7 diatonic fifth dom7 dom7 tritoneSub dom7 dom7 dom7 dom7 relative dom7 diatonic dom7 dom7 dom7 borrowed dom7 dom7 dom7 dom7 relative dom7 dom7 diatonic fifth dom7 dom7 tritoneSub dom7 dom7 dom7 dom7 relative dom7 diatonic dom7 dom7 dom7 borrowed dom7 dom7 dom7 dom7 relative dom7 dom7 diatonic fifth dom7 dom7 tritoneSub parallel dom7 dom7 dom7 relative dom7 dom7 diatonic fifth dom7 dom7 tritoneSub parallel dom7 dom7 dom7 relative dom7 dom7 diatonic fifth dom7 dom7 tritoneSub,fifth|plagal|diatonic|relative|borrowed|parallel|dom7|chromaticMediant|tritoneSub,
Killing Me Softly With His Song (original key),82,Em7 Am7 D7 G Em7 A D C G C Fmaj7 E7 Am7 D7 G C Am7 D7 Em7 Am7 D7 G B7 Em7 Am7 D7 G Em7 A D C G C Fmaj7 E7 Am7 D7 G C Am7 D7 Em7 Am7 D7 G B7 Em7 Am7 D7 G Em7 A D C G C Fmaj7 E7 Em7 Am7 D7 G Em7 A D C G C Fmaj7 E7 Em7 Am7 D7 G Em7 A D C G C Fmaj7 E7,dom7 dom7 dom7 relative dom7 dom7 diatonic fifth dom7 dom7 tritoneSub dom7 dom7 dom7 dom7 relative dom7 diatonic dom7 dom7 dom7 borrowed dom7 dom7 dom7 dom7 relative dom7 dom7 diatonic fifth dom7 dom7 tritoneSub dom7 dom7 dom7 dom7 relative dom7 diatonic dom7 dom7 dom7 borrowed dom7 dom7 dom7 dom7 relative dom7 dom7 diatonic fifth dom7 dom7 tritoneSub parallel dom7 dom7 dom7 relative dom7 dom7 diatonic fifth dom7 dom7 tritoneSub parallel dom7 dom7 dom7 relative dom7 dom7 diatonic fifth dom7 dom7 tritoneSub,fifth|plagal|diatonic|relative|borrowed|parallel|dom7|chromaticMediant|tritoneSub,
King Princess - 1950,85,A E F#m C#m A E F#m A E F#m C#m A E F#m E A E F#m C#m A E F#m A E F#m C#m A E F#m G#m A E F#m C#m A E F#m G#m A E F#m C#m A E F#m A E F#m C#m A E F#m E A E F#m A E G#7 C#m A E G#7 C#m A E G#7 C#m A E G#7 A E F#m C#m A E F#m A E F#m C#m A E F#m,fifth diatonic fifth _ fifth diatonic relative fifth diatonic fifth _ fifth diatonic diatonic dom7 fifth diatonic fifth _ fifth diatonic relative fifth diatonic fifth _ fifth diatonic diatonic diatonic fifth diatonic fifth _ fifth diatonic diatonic diatonic fifth diatonic fifth _ fifth diatonic relative fifth diatonic fifth _ fifth diatonic diatonic dom7 fifth diatonic relative fifth borrowed dom7 _ fifth borrowed dom7 _ fifth borrowed dom7 _ fifth borrowed _ fifth diatonic fifth _ fifth diatonic relative fifth diatonic fifth _ fifth diatonic,fifth|plagal|diatonic|relative|iiVI|borrowed|dom7|chromaticMediant,
Lady Gaga - Always Remember Us This Way,72,Am F C G Am F C G F C Am G F G Am F G C F G C Am F C G Am F C G F C Am G F G Am F G C F G Bb F C Bb F G F C Am G F G Am F G C F G Am F G Am F G C F G F Bb F C,_ fifth fifth diatonic _ fifth fifth diatonic fifth relative diatonic diatonic diatonic diatonic _ diatonic dom7 dom7 diatonic dom7 relative _ fifth fifth diatonic _ fifth fifth diatonic fifth relative diatonic diatonic diatonic diatonic _ diatonic dom7 dom7 diatonic borrowed fifth fifth diatonic fifth diatonic diatonic fifth relative diatonic diatonic diatonic diatonic _ diatonic dom7 dom7 diatonic diatonic _ diatonic diatonic _ diatonic dom7 dom7 diatonic diatonic dom7 fifth fifth,fifth|plagal|diatonic|relative|iiVI|borrowed|dom7|chromaticMediant,
Lady Gaga and Bradley Cooper - Shallow,108,Em7 D G C G D Em7 D G Em7 D G C G D Em7 D G C G D Em7 D G C G D Em7 D G C G D Em7 D G Em7 D G C G D Em7 D G C G D Em7 D G C G D Em7 D G C G D Am D G D Em Am D G D Em Am D G D Em Am D G D Em Bm D A Em Bm D A Am D G D Em Am D G D Em Am D G D Em Am D G D Em Em7,diatonic dom7 dom7 fifth fifth diatonic diatonic dom7 relative diatonic dom7 dom7 fifth fifth diatonic diatonic dom7 dom7 fifth fifth diatonic diatonic dom7 dom7 fifth fifth diatonic diatonic dom7 dom7 fifth fifth diatonic diatonic dom7 relative diatonic dom7 dom7 fifth fifth diatonic diatonic dom7 dom7 fifth fifth diatonic diatonic dom7 dom7 fifth fifth diatonic diatonic dom7 dom7 fifth fifth _ dom7 dom7 fifth diatonic dom7 dom7 dom7 fifth diatonic dom7 dom7 dom7 fifth diatonic dom7 dom7 dom7 fifth diatonic fifth relative fifth _ fifth relative fifth parallel dom7 dom7 fifth diatonic dom7 dom7 dom7 fifth diatonic dom7 dom7 dom7 fifth diatonic dom7 dom7 dom7 fifth diatonic _,fifth|plagal|diatonic|relative|iiVI|parallel|dom7,
Lana Del Rey - Video Games,150,F#m A F#m A C#m D F#m A F#m A C#m D F#m A F#m A C#m D F#m A F#m A C#m D F#m A F#m A C#m D F#m A F#m A C#m D F#m C#m D Esus4 D A G F#m F# D A G F#m F# D Bdim F#m A F#m A C#m D F#m A F#m A C#m D F#m A C#m D C#m D F#m A F#m A C#m D F#m A F#m A C#m D F#m C#m D Esus4 D A G F#m F# D A G F#m F# D Bdim F#m A F#m A C#m D F#m A F#m A C#m D F#m Esus4 D A G F#m F# D A G F#m F# D Bdim F#m A F#m A C#m D F#m A F#m A C#m D F#m F# A F#m A C#m D F# A F#m A C#m D F#m,relative relative relative _ diatonic _ relative relative relative _ diatonic _ relative relative relative _ diatonic _ relative relative relative _ diatonic _ relative relative relative _ diatonic _ relative relative relative _ diatonic _ fifth diatonic diatonic diatonic fifth diatonic diatonic parallel borrowed fifth diatonic diatonic parallel borrowed _ _ relative relative relative _ diatonic _ relative relative relative _ diatonic _ relative _ diatonic diatonic diatonic _ relative relative relative _ diatonic _ relative relative relative _ diatonic _ fifth diatonic diatonic diatonic fifth diatonic diatonic parallel borrowed fifth diatonic diatonic parallel borrowed _ _ relative relative relative _ diatonic _ relative relative relative _ diatonic _ diatonic diatonic fifth diatonic diatonic parallel borrowed fifth diatonic diatonic parallel borrowed _ _ relative relative relative _ diatonic _ relative relative relative _ diatonic _ parallel borrowed relative relative _ diatonic borrowed borrowed relative relative _ diatonic _,fifth|plagal|diatonic|relative|iiVI|borrowed|parallel|chromaticMediant|tritoneSub,
Lana Del Rey - Young And Beautiful,73,G A Bm D G A Bm D G A Bm D G A D Bm G A Bm D G A Bm D G A Bm D G A Bm D G A Bm G A Bm D G A Bm D G A D Bm G A Bm D G A Bm D G A Bm D Em A F#m Bm Em A C G A Bm D G A Bm,diatonic diatonic relative dom7 diatonic diatonic relative dom7 diatonic diatonic relative dom7 diatonic dom7 relative _ diatonic diatonic relative dom7 diatonic diatonic relative dom7 diatonic diatonic relative dom7 diatonic diatonic relative dom7 diatonic diatonic _ diatonic diatonic relative dom7 diatonic diatonic relative dom7 diatonic dom7 relative _ diatonic diatonic relative dom7 diatonic diatonic relative dom7 diatonic diatonic relative diatonic dom7 relative dom7 dom7 dom7 borrowed fifth diatonic diatonic relative dom7 diatonic diatonic,fifth|plagal|diatonic|relative|borrowed|dom7|chromaticMediant,
Led Zeppelin - D’yer Mak’er,108,C Am F G C Am F G C Am F G C Am F G Am C Am F G C Am F G C Am F G Am G Am G Am G F G C Am F G C Am F G C Am F G Am C Am F G C Am F G C Am F G Am G Am G Am G F G C Am F G Am C Am F G C Am F G C Am F G Am C Am F G C Am F G C Am F G C Am F G C Am F G,relative _ diatonic dom7 relative _ diatonic dom7 relative _ diatonic dom7 relative _ diatonic diatonic relative relative _ diatonic dom7 relative _ diatonic dom7 relative _ diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic dom7 relative _ diatonic dom7 relative _ diatonic dom7 relative _ diatonic diatonic relative relative _ diatonic dom7 relative _ diatonic dom7 relative _ diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic diatonic dom7 relative _ diatonic diatonic relative relative _ diatonic dom7 relative _ diatonic dom7 relative _ diatonic diatonic relative relative _ diatonic dom7 relative _ diatonic dom7 relative _ diatonic dom7 relative _ diatonic dom7 relative _ diatonic,diatonic|relative|iiVI|borrowed|dom7,
